comment-en,comment-mg,sentiment
"It's almost like she's saying, ""I'm Beyonce, I'm amazing, and people will jump on anything I create, so why even make an attempt.""","Saika toy ny miteny izy hoe: ""Izaho no Beyonce, mahagaga aho, ary ny olona dia hitsambikina amin'ny zavatra noforoniko, koa maninona no manandrana.""",0
"Pawn the jewelry, if necessary, to buy this disc if only for ""Je t'ai dans la peau"" (""I've got you under my skin"").","Tadiavo ny firavaka, raha ilaina, hividianana ity kapila ity raha ho an'ny ""Je t'ai dans la peau"" (""Efa manana anao eo ambanin'ny hoditro ianao"").",1
I'm very fond of his previous work and I really think that he couldn't have played a worse Profion even if he had tried.,Tena tiako ny asany teo aloha ary tena heveriko fa tsy afaka nilalao Profion ratsy kokoa izy na dia nanandrana aza.,0
He is thrown in to give us a villian.,Natsipy tao izy mba hanome antsika olon-dratsy.,0
"The rest of the album relies too heavily on multi-tracked vocals, which bring the album's overall appeal down for me.","Ny ambiny amin'ny rakikira dia miantehitra be loatra amin'ny feon-kira maromaro maromaro, izay mampihena ny fientanam-pon'ilay rakikira ho ahy.",0
"But then the song breaks down into a bass-led melody, with Schalin at first almost speaking the lyrics, then screaming over the soft music.","Saingy avy eo dia nivadika ho melody tarihin'ny bass ilay hira, ary i Schalin tamin'ny voalohany dia saika niteny ny tononkira, avy eo nikiakiaka tamin'ny mozika malefaka.",1
"Also, it fits perfectly in my collection of ""chill-out"" music.","Ary koa, mifanaraka tsara amin'ny fanangonana mozika ""chill-out"" aho.",1
I give it 3 out of 10 (and that only because Deniro and Norton are two of my personal favorites),3 amin'ny 10 no omeko azy (ary izany dia satria i Deniro sy Norton no ankafiziko manokana),0
"I hear they are releasing new modes, but who cares when the game play is this bad.","Henoko fa mamoaka maody vaovao ry zareo, fa iza no miraharaha rehefa ratsy ny lalao.",0
8/10 big ups for Ali. Respect!,8/10 lehibe ho an'i Ali. Fanajana!,1
"THE LOST CITY (2006) *** Andy Garcia, Ines Sastre, Tomas Milian, Enrique Murciano, Bill Murray, Dustin Hoffman, Millie Perkins, Nestor Carbonell, Steven Bauer, Richard Bradford, Dominik Garcia-Lorido, Julio Oscar Mechosa, Juan Fernandez, Elizabeth Pena, William Marquez, Tony Plana, (Dir: Garcia) Andy Garcia's Bittersweet Valentine To Cuba Andy Garcia has always been a favorite of mine to watch on screen, with his fiery, impassionate no-holds-barred, cool-as-a-cucumber performances with both excessive and implosive turns and his passion is now on full display in his directorial debut, a valentine to his beloved homeland Cuba. Garcia stars as Fico Fellove, a nightclub owner and musician in Havana, circa 1958, on the cusp of the Cuban revolution and a drastic turn of historical events that will forever change his heart and soul.","THE LOST CITY (2006) *** Andy Garcia, Ines Sastre, Tomas Milian, Enrique Murciano, Bill Murray, Dustin Hoffman, Millie Perkins, Nestor Carbonell, Steven Bauer, Richard Bradford, Dominik Garcia-Lorido, Julio Oscar Mechosa, Juan Fernandez, Elizabeth Pena, William Marquez, Tony Garcia Plana; tiako hatrizay ny nijery teo amin'ny écran, miaraka amin'ny fampisehoany miredareda, be fitiavana tsy voasakana, mangatsiatsiaka toy ny kôkômbra miaraka amin'ny fihodinana mihoa-pampana sy mirefodrefotra ary ny fitiavany izao dia miseho tanteraka amin'ny lahateniny voalohany amin'ny lahatahiry, valentine ho an'ny tanindrazany Kiobà. Kintan'i Garcia amin'ny maha Fico Fellove, tompon'ny toeram-pandihizana sy mpitendry mozika ao Havana, manodidina ny taona 1958, eo amin'ny faran'ny revolisiona Kiobana sy ny fihodinana mahery vaika amin'ny zava-nitranga ara-tantara izay hanova ny fony sy ny fanahiny mandrakizay.",1
"You've seen her many many times before, only the last few times you saw her, she was interesting.","Efa im-betsaka ianao no nahita azy taloha, vao farany nahita azy ianao dia nahaliana azy.",0
"I wish I hadn't bought this game, and so will you.","Enga anie aho tsy nividy ity lalao ity, ary ianao koa.",0
The controls just always feel awkward no matter how much you tweak your key mapping.,Ny fanaraha-maso dia mahatsiaro ho saro-kenatra foana na manao ahoana na manao ahoana ny fametahanao ny sari-tany.,0
"moment as I found something that related both to business practices, and my personal relationships.",tamin'ny fotoana nahitako zavatra mifandray amin'ny fanao ara-barotra sy ny fifandraisako manokana.,1
"In conclusion, I give this game an 8/10....It's a really good game....seriously....The best western game I've ever played....It's got a nice story (for an fps), and all sorts of other junk...This is the game for any western shoot em up lover or just a regular action/FPS lover....Hell, it's even good for people who aren't fans of the genre","Fehiny dia 8/10 no omeko an'ity lalao ity....Tena kilalao tena tsara izy ity....serieux....Ilay lalao tandrefana tsara indrindra efa nilalao aho....Misy tantara mahafinaritra (ho an'ny fps), sy ny karazan-tsavony hafa rehetra...Ity no lalao ho an'izay tia tifitra tandrefana na hetsika tsy tapaka/FPS fotsiny....Helo, mety ho an'ny mpankafy ny genre mihitsy aza.",1
It's the execution that makes this game shine.,Ny famonoana no mampamirapiratra ity lalao ity.,1
The web site says their goal is 100% customer satisfaction and thier tech support page actually suggests that you call them but does not list a phone number.,Ny tranonkala dia milaza fa ny tanjon'izy ireo dia ny fahafaham-po amin'ny mpanjifa 100% ary ny pejy fanohanana ara-teknika azy dia milaza fa miantso azy ireo ianao fa tsy mitanisa laharan-telefaona.,0
Another thing-Crash does not play as well as he used to.,Zavatra iray hafa - tsy milalao tsara toy ny taloha ny Crash.,0
but clunky and slow as hell.,fa manjavozavo sy miadana toy ny helo.,0
"I could go on and on about this wonderful album, but I won't.","Afaka manohy sy manohy ity rakikira mahafinaritra ity aho, saingy tsy hanao izany aho.",1
"To be fair, the MF6595 works flawlessly with all Windows operating systems, including Windows 7 Release Candidate.","Raha ny marina, ny MF6595 dia miasa tsara amin'ny rafitra fiasan'ny Windows rehetra, anisan'izany ny Windows 7 Release Candidate.",1
It just won;t bore you.,Tsy hankaleo anao fotsiny izany.,1
"As for the sounds, they are almost perfect.",Raha ny feo dia saika tonga lafatra.,1
Cons: Guns are weak and inaccurate.,Ratsy: Malemy sy tsy marina ny basy.,0
"I definitely liked Kite Runner more, but I did like this one a lot.","Tena tiako kokoa ny Kite Runner, saingy tiako be ity iray ity.",1
"Even though I didn't LIKE the first movie, this one just sets another bar!","Na dia tsy tiako aza ny sarimihetsika voalohany, ity iray ity dia mametraka bar iray hafa!",0
"It lets you adjust exposure + or -2, but the pics look terrible!","Mamela anao hanitsy ny fampiratiana + na -2, fa ny sary dia toa mahatsiravina!",0
"If your not, then you won't.",Raha tsy izany ianao dia tsy hanao izany.,0
"Now it seems that many of the vocals are too heavy for the music, and the beat gets lost in the background.","Ankehitriny dia toa mavesatra loatra amin'ny mozika ny ankamaroan'ny feo, ary very ny gadona ao ambadika.",0
"The webcam works as advertised - with really crappy lighting, it still managed to show my face comfortably, and worked well with various messaging software.","Ny webcam dia miasa araka ny nambarany - miaraka amin'ny hazavana manjavozavo tokoa, mbola nahavita nampiseho ny tarehiko tamim-pilaminana izy, ary niasa tsara tamin'ny rindrambaiko fandefasana hafatra.",1
"In brief, the graphics are jaw-dropping good for a Wii game and will have you begging for more.","Raha fintinina, ny sary dia manjavozavo tsara amin'ny lalao Wii ary hahatonga anao hangataka bebe kokoa.",1
"In my own opinion, this release and Wings' VENUS & MARS are DTS' worst 5.1 CDs on the market.","Raha ny hevitro manokana, ity famoahana ity sy ny Wings' VENUS & MARS dia CD 5.1 ratsy indrindra an'ny DTS eny an-tsena.",0
This is not the book for your goal.,Tsy ity no boky ho an'ny tanjonao.,0
"While each author may adapt his style a little differently, the content layout remains the same.","Na dia samy afaka mampifanaraka ny fomba fanaony amin'ny fomba hafa kely aza ny mpanoratra tsirairay, dia tsy miova ny firafitry ny votoaty.",1
Very disappointing for a game I looked forward too so much.,Tena diso fanantenana tamin'ny lalao iray nandrasako be loatra.,0
Good job Edios!,Asa tsara Edios!,1
I threw away the cd after listening to 2 songs.,Nariako ilay cd rehefa avy nihaino hira 2 aho.,0
"Secondly, I found myself distracted by the ham-handed writing quality.","Faharoa, variana tamin'ny kalitaon'ny fanoratana tanana aho.",0
"The end just happens, as if the author is in a hurry to make it happen or lacks better imagination.","Mitranga fotsiny ny farany, toy ny hoe maika ny hanao izany na tsy ampy saina tsara kokoa ny mpanoratra.",0
BTW- the jitter light is on about 90% of the time with this camera.,BTW- ny jiro jitter dia mandeha manodidina ny 90% amin'ny fotoana miaraka amin'ity fakantsary ity.,0
"However, I found it very hard to enjoy the book because I really disliked the main character Amir. He was to cowardly, so childish throughout his whole life, whining and complaining through much of the 371 pages it took to tell the story.","Na izany aza, hitako fa sarotra be ny mankafy ilay boky satria tena tsy tiako ilay mpilalao fototra Amir. Kanosa izy, zaza tsy ampy taona nandritra ny androm-piainany manontolo, nimenomenona sy nitaraina tamin'ny ankamaroan'ireo pejy 371 nilaina mba hitantarana ilay tantara.",0
"Rowling's come a long way, her writing is quite eloquent now.","Lasa lavitra i Rowling, tena mahay miteny ny asa sorany ankehitriny.",1
"After haggling with both for several days only to finally find that it was going to cost $125, I was forced to have the credit card company charge-back the purchase.","Taorian'ny fifampiraharahana tamin'izy roa nandritra ny andro maromaro vao nahita fa mitentina $125 ilay izy, dia voatery nanery ny orinasan'ny carte de crédit hamerina ny fividianana aho.",0
I play it through the Aux in and it sounds way better than the cheesy speakers in my monitor.,Alefako amin'ny alàlan'ny Aux in izany ary toa tsara kokoa noho ireo mpandahateny cheesy ao amin'ny monitor-ko.,1
"As with all star wars games the sound is great but, the voice acting especially shines.","Toy ny amin'ny lalao star wars rehetra dia tsara ny feo saingy, ny feo mihetsika indrindra dia mamirapiratra.",1
"Play as top WWF Superstars including newcomers Rob Van Dam, Booker T, DDP,Hurricane, and now thq has said that Kevin Nash and Scott Hall and Hollywood Hulk Hogan that's right the NWO will be in the game now.","Milalao ho Superstars WWF ambony indrindra ao anatin'izany ireo vao tonga Rob Van Dam, Booker T, DDP, Rivo-doza, ary ankehitriny thq dia nilaza fa Kevin Nash sy Scott Hall ary Hollywood Hulk Hogan izay marina fa ny NWO dia ho eo amin'ny lalao izao.",1
And it's cool how can travel from the past into the future.,Ary mahafinaritra ny fomba fandehanana avy amin'ny lasa mankany amin'ny ho avy.,1
"GET SSX 3! That's my only conclusion, if you don't have this game in your collection, get it now while it's still there and go and shame yourself!!!",AZA SSX 3! Izay ihany no fehin-kevitro fa raha tsy manana an'ity lalao ity ianao ao amin'ny fanangonanao dia alaivo dieny izao dieny izao fa mbola eo ary mandehana menatra!!!,1
"I must say this album really grew on me when I saw the DVD. In my books the music gets a 5 star rating, for sure it was off the chain.","Tsy maintsy lazaiko fa tena nitombo tao amiko ity rakikira ity rehefa nahita ilay DVD aho. Ao amin'ny bokiko dia mahazo naoty kintana 5 ny mozika, azo antoka fa tsy teo amin'ny rojo.",1
I feel like a different voice should have been used though.,Tsapako fa feo hafa no tokony hampiasaina.,0
You could return to it for information over and over again.,Azonao atao ny miverina amin'io mba hahazoana vaovao hatrany.,1
"Seriously, don't waste your money or your time on this movie like I unfortunately did.","Raha ny marina, aza mandany ny volanao na ny fotoananao amin'ity sarimihetsika ity tahaka ny nataoko indrisy.",0
"Months have passed and apparently Keane has been plagued by his absolute guilt in allowing her to be taken from him that it has affected (or possibly triggered) a panicky, inner voice that speaks to him (or more accurately has him speaking aloud to himself either calming his fear or invoking more paranoia) as he wanders seemingly aimless in the unforgiving way station (a perfect metaphor for his situation), replete with a tattered news clipping about his missing daughter that he waves to unsuspecting passersby and pedestrians alike milling about their daily chores of going back and forth to work or another destination.",Volana maromaro no lasa ary toa i Keane dia nanenina tanteraka tamin'ny fahadisoany tanteraka tamin'ny namelany azy hanesorana azy fa nisy fiantraikany (na mety nahatonga) feo feno tahotra sy anaty izay miresaka aminy (na ny marimarina kokoa dia niteny mafy tamin'ny tenany izy na nampitony ny tahony na niantso paranoia bebe kokoa) rehefa nivezivezy tamin'ny toe-javatra toa tsy misy dikany amin'ny toerana misy azy izy. vaovao rovitra momba ny zanany vavy nanjavona izay ahetsiketsika amin'ny mpandalo tsy manahy sy ny mpandeha an-tongotra izay mikoriana momba ny raharahany isan'andro dia ny miverina miasa na mankany amin'ny toerana hafa.,1
I like this system much better than junctioning and materia and even espers.,Tiako kokoa ity rafitra ity noho ny junctioning sy materia ary espers aza.,1
5. The screen size is a pleasure.,5. Ny haben'ny efijery dia fahafinaretana.,1
The camera is light but feels solid.,Maivana ny fakan-tsary saingy mahatsiaro ho mafy orina.,1
